patient_id,EGFR,KRAS,ALK,ROS1,TP53,STK11,KEAP1,PTEN,BRAF,PIK3CA,NFE2L2,MET,GENE001,GENE002,GENE003,GENE004,GENE005,GENE006,GENE007,GENE008,GENE009,GENE010,GENE011,GENE012,GENE013,GENE014,GENE015,GENE016,GENE017,GENE018,GENE019,GENE020,GENE021,GENE022,GENE023,GENE024,GENE025,GENE026,GENE027,GENE028,GENE029,GENE030,GENE031,GENE032,GENE033,GENE034,GENE035,GENE036,GENE037,GENE038,GENE039,GENE040
PT0212,7.967,4.569,5.136,7.286,9.243,13.751,8.456,9.523,4.385,9.876,8.864,9.379,7.49,10.219,7.926,4.273,4.123,10.841,7.289,11.681,7.339,13.669,5.18,6.104,3.939,6.774,19.814,15.774,17.117,6.247,8.335,5.09,9.328,5.852,6.59,7.203,6.412,11.75,6.792,6.283,6.485,7.144,8.8,10.012,5.439,6.926,6.717,4.547,10.301,11.943,10.164,4.811
PT0213,21.211,3.3,6.161,12.551,6.578,11.956,8.907,5.8,9.637,7.784,12.449,15.053,5.539,9.245,5.727,5.812,5.728,10.3,8.357,5.48,10.636,9.641,11.61,10.707,5.042,7.703,3.366,8.714,4.8,7.842,6.584,5.038,4.588,6.176,10.816,4.889,4.039,3.083,9.616,3.087,5.464,6.567,5.299,4.845,8.93,6.183,9.197,10.326,13.046,4.46,10.752,3.728
PT0214,11.628,7.287,8.238,4.89,7.592,7.868,21.038,14.159,7.19,3.763,6.194,5.303,6.874,15.661,7.081,22.358,8.399,2.215,9.189,5.447,10.866,4.49,14.297,9.432,6.181,15.591,13.3,10.082,5.49,2.804,2.994,3.604,5.9,7.248,3.43,13.843,11.106,14.643,4.207,4.18,6.363,11.286,8.413,5.368,2.178,12.198,10.264,9.622,5.312,6.672,16.039,15.389
PT0215,4.55,6.804,7.433,11.247,3.819,5.338,6.513,7.457,10.121,8.139,5.673,5.901,10.607,12.844,8.757,11.063,5.588,14.209,7.759,6.053,13.626,7.528,5.873,6.353,7.574,4.453,9.509,15.356,5.865,3.435,6.248,8.484,8.177,5.655,3.957,5.262,8.736,5.524,13.475,9.16,7.863,3.255,8.032,5.086,6.782,8.864,5.966,33.757,4.947,3.78,14.64,14.212
PT0216,7.552,7.664,18.228,9.076,12.244,23.375,9.074,12.054,15.663,11.074,5.892,11.826,8.207,8.74,5.03,10.574,16.429,18.883,7.159,7.852,5.096,5.445,3.091,6.018,23.808,9.183,5.414,4.661,6.726,9.31,7.441,19.522,13.765,14.167,5.882,4.432,6.794,15.535,7.452,7.443,7.381,7.125,10.296,18.483,4.746,10.802,19.536,9.38,8.482,6.317,5.952,5.383
PT0217,5.078,6.148,9.927,4.571,8.754,16.931,12.159,17.632,7.204,11.625,18.749,3.655,11.737,10.441,10.456,4.382,8.886,13.416,8.477,9.783,6.944,5.735,5.295,12.035,6.862,5.261,7.59,11.603,8.251,5.286,12.718,3.954,9.525,3.984,3.484,5.694,8.465,6.014,23.184,8.943,16.868,5.839,5.61,6.606,3.083,9.386,4.186,6.835,7.419,8.145,6.573,11.555
PT0218,7.286,9.676,3.838,12.206,6.897,8.95,9.351,2.546,8.969,20.037,6.096,7.609,5.111,5.287,12.698,11.507,5.935,9.445,7.794,6.47,11.085,4.497,7.49,5.263,12.504,8.173,10.307,8.24,9.699,11.016,4.579,13.152,10.414,16.589,4.638,18.085,4.041,5.695,2.544,4.252,8.805,5.065,7.498,5.875,9.924,5.871,9.713,5.431,7.99,7.97,2.678,2.391
PT0219,10.888,8.158,11.789,11.393,10.77,7.47,6.689,22.161,11.64,9.467,3.462,10.812,4.688,5.59,12.446,13.726,7.263,11.08,7.722,16.608,4.552,6.365,13.852,5.543,10.926,2.84,3.82,8.397,6.319,5.924,6.395,10.365,5.955,5.001,4.07,3.399,6.295,8.523,4.708,2.17,10.632,6.188,17.976,12.857,7.273,8.756,6.458,8.269,5.74,7.232,7.472,8.271
PT0220,22.872,6.523,3.748,3.942,8.976,9.475,6.387,8.621,7.195,4.468,9.11,17.041,3.587,10.01,13.102,10.727,15.183,32.295,15.846,5.677,6.475,7.729,13.174,11.16,14.038,6.042,8.294,3.482,16.153,4.495,7.558,5.317,7.042,4.548,6.95,12.017,8.658,6.467,3.419,5.307,9.958,15.344,4.945,9.288,9.016,11.411,6.421,6.687,7.297,15.343,8.531,19.622
PT0221,2.897,6.72,7.58,18.998,6.068,9.022,6.628,6.228,5.63,5.662,15.516,5.236,2.964,8.795,13.893,27.356,3.193,5.188,12.14,5.968,7.519,8.194,10.318,11.63,17.401,7.152,10.173,4.918,2.98,10.267,9.456,4.416,10.268,6.971,3.2,11.287,10.478,12.295,7.398,5.797,6.262,17.542,6.112,6.047,3.561,5.942,6.807,3.699,7.283,11.06,3.327,19.586
PT0222,14.0,11.382,3.922,4.279,20.825,15.213,10.791,2.758,8.868,7.547,3.381,11.03,5.78,4.363,10.437,3.753,8.294,6.039,11.559,6.822,7.455,24.67,5.456,16.017,9.898,7.843,4.921,7.307,8.446,6.618,19.771,9.655,8.2,3.723,6.368,5.816,2.875,11.005,8.871,6.245,11.252,2.507,5.67,12.529,8.248,9.493,23.224,3.973,2.384,8.608,7.384,10.863
PT0223,9.013,13.47,4.824,4.768,6.853,6.819,17.904,6.282,9.543,11.915,8.401,5.361,7.485,7.19,13.976,4.299,27.564,12.674,5.442,8.063,11.591,6.832,10.699,5.425,4.666,3.565,8.168,7.128,7.565,9.046,10.316,6.168,8.19,16.149,5.326,8.532,9.264,6.202,5.408,14.645,5.502,11.888,10.934,4.659,20.875,8.037,5.195,6.587,12.487,8.497,7.466,12.986
PT0224,5.091,13.046,13.896,6.336,12.223,8.242,7.757,2.267,10.965,4.214,5.237,5.65,6.55,5.071,7.66,6.453,12.082,8.359,5.842,14.925,9.271,7.711,7.398,3.714,6.289,6.537,15.272,15.427,3.792,5.369,10.409,6.385,9.215,15.949,12.179,3.605,4.287,6.709,7.954,14.178,12.446,3.239,4.751,4.246,9.92,14.245,2.894,6.161,5.916,7.378,7.044,8.45
PT0225,6.718,12.024,5.514,10.669,18.185,6.731,10.985,7.671,11.256,11.183,16.352,1.949,7.265,5.709,9.06,4.52,4.73,2.54,12.327,22.76,6.052,7.074,4.543,12.622,15.546,11.655,8.438,6.072,3.666,5.028,4.119,5.854,17.135,14.406,3.329,9.33,2.5,7.374,8.033,8.598,10.208,4.138,3.834,4.804,3.83,7.493,12.665,16.067,3.137,5.525,7.924,15.706
PT0226,8.685,2.127,5.281,9.758,6.518,15.606,9.812,6.724,5.3,9.875,10.419,6.599,20.135,14.003,14.759,7.555,7.849,8.227,4.449,6.336,2.395,6.536,3.146,3.357,21.377,7.076,5.01,8.215,7.779,6.369,16.694,19.278,14.882,16.987,3.242,9.725,11.04,17.501,4.886,7.552,5.682,4.509,5.109,13.979,10.164,7.112,8.556,12.033,3.319,4.808,4.118,6.239
PT0227,7.428,5.492,5.499,7.063,9.093,20.142,14.126,18.614,9.267,4.797,10.937,13.072,4.202,4.727,18.981,9.55,6.574,8.745,12.102,6.874,11.1,6.388,12.002,5.921,13.961,11.483,3.491,6.275,12.95,5.059,3.172,3.278,15.284,13.172,3.362,5.221,12.79,7.257,7.12,8.519,11.152,3.73,3.631,7.209,7.845,5.25,9.071,7.747,7.148,6.797,7.379,2.377
PT0228,12.004,7.392,6.22,14.185,6.599,8.742,10.267,6.208,13.75,9.673,9.429,9.562,6.339,5.444,6.281,7.313,29.019,4.65,3.852,10.072,12.268,7.595,3.399,6.528,24.147,10.394,3.202,3.878,8.97,6.829,14.749,9.184,9.191,2.848,4.183,8.419,4.334,12.36,4.053,6.673,5.895,12.645,8.52,12.907,5.19,5.608,10.416,12.295,3.292,9.905,21.083,12.843
PT0229,3.383,9.416,14.793,8.965,13.136,11.343,11.357,12.69,5.873,5.044,8.431,8.0,5.683,9.848,3.692,7.742,5.304,8.887,20.67,7.035,9.658,6.72,13.533,17.352,10.473,8.398,12.448,6.167,7.082,4.518,11.61,19.156,5.192,9.866,4.641,7.803,11.05,7.253,5.792,12.621,11.016,16.106,18.864,4.153,4.79,9.214,18.777,6.504,6.06,5.456,7.042,8.006
PT0230,14.001,3.552,4.053,14.39,7.111,16.781,13.459,13.315,8.894,7.234,9.894,25.043,4.609,7.761,20.996,9.014,6.455,8.32,13.469,11.226,8.951,10.547,21.92,7.399,4.981,6.142,6.946,7.659,6.305,8.889,7.904,8.022,4.263,4.955,9.719,10.288,7.565,4.86,5.408,3.255,4.401,2.992,10.327,2.991,7.892,13.366,5.012,4.33,4.269,2.751,5.634,7.635
PT0231,8.435,16.393,3.939,28.407,6.018,7.572,4.174,21.067,5.434,6.278,5.436,11.467,14.277,8.12,13.031,10.842,6.273,3.03,5.669,4.493,9.346,9.095,7.549,3.965,7.855,7.707,7.298,16.939,5.776,11.027,4.433,21.73,8.169,10.848,4.838,10.981,10.971,3.248,5.08,10.909,8.171,9.757,9.821,8.247,2.513,3.277,6.199,3.13,5.987,10.17,6.377,10.212
PT0232,15.399,9.318,9.659,8.105,14.676,5.842,9.577,6.468,8.062,8.11,7.336,4.014,7.148,3.717,18.014,5.29,3.662,9.505,5.912,11.186,13.63,4.828,4.953,7.196,8.641,4.603,6.898,13.322,6.043,9.434,9.831,7.406,4.665,6.156,6.501,13.287,19.148,8.28,4.202,8.678,14.334,8.827,9.359,6.213,12.096,5.794,10.744,7.738,5.697,6.501,15.496,10.458
PT0233,8.913,7.12,3.298,2.156,13.039,14.062,4.263,10.833,17.716,4.14,5.838,6.696,13.592,7.392,11.54,5.266,1.456,21.319,2.753,2.634,5.839,7.404,5.463,14.268,11.756,10.414,5.331,5.626,10.039,3.964,5.936,8.052,2.92,5.661,6.735,7.299,13.762,9.387,8.53,6.329,5.547,5.717,6.308,2.82,10.344,8.666,6.383,9.59,17.521,10.604,3.675,3.913
PT0234,13.457,9.867,6.053,5.95,5.927,11.449,5.298,3.377,8.087,9.304,9.578,7.194,4.136,6.256,8.377,13.36,6.567,17.467,7.215,9.571,7.263,8.583,5.36,2.935,11.386,8.749,18.207,4.726,12.409,13.802,14.79,10.978,6.55,4.475,9.42,10.384,8.002,8.331,7.091,3.334,2.744,5.896,3.419,8.07,9.379,9.659,8.121,12.428,8.751,8.325,18.96,8.019
PT0235,12.388,8.058,12.68,4.415,14.098,7.364,4.963,4.166,4.568,2.586,5.057,18.133,18.579,5.06,5.481,6.209,9.508,4.212,13.141,10.248,4.596,6.479,8.92,3.756,4.873,13.607,10.797,7.212,9.578,3.122,1.736,5.153,22.812,9.426,3.6,12.118,4.099,13.994,17.735,8.522,4.914,6.409,4.443,19.697,10.417,5.087,3.869,2.026,13.958,4.298,5.522,5.377
PT0236,14.665,6.519,7.254,7.722,9.018,16.843,3.452,6.387,8.818,5.977,11.377,6.302,22.579,5.706,4.684,4.852,5.965,3.835,9.925,24.373,6.735,6.617,12.011,12.24,13.319,23.451,15.952,5.552,5.242,8.284,7.841,7.531,7.667,12.206,4.784,17.963,5.105,10.607,2.499,4.189,9.389,6.05,11.658,8.146,13.449,4.654,5.479,4.723,3.859,4.373,9.542,6.551
PT0237,7.461,10.605,5.718,7.743,28.133,9.186,11.971,7.26,8.262,5.542,4.077,9.126,4.707,6.499,15.065,8.478,9.413,7.59,6.517,4.825,5.004,7.066,5.163,7.759,5.685,11.433,4.238,24.075,9.696,7.845,2.026,9.909,8.196,4.123,7.075,8.158,6.247,18.447,6.824,3.99,6.971,4.424,3.649,3.681,3.568,6.742,10.832,7.411,6.435,5.791,10.728,13.149
PT0238,6.463,7.44,5.102,4.104,17.575,3.778,12.457,3.946,12.976,15.315,9.803,13.885,7.242,11.264,12.016,6.169,10.689,8.467,19.895,10.375,5.007,9.934,6.328,4.373,8.576,9.909,10.312,11.013,12.128,10.909,7.799,5.302,7.384,8.521,13.95,6.097,5.369,10.091,7.505,6.772,3.283,6.561,17.51,5.119,7.916,9.777,1.423,6.626,4.322,2.457,4.786,7.259
PT0239,10.164,4.672,4.607,4.25,6.396,9.865,8.257,5.951,3.726,9.351,11.575,4.961,6.826,18.653,8.704,7.807,10.405,3.802,9.657,10.151,2.82,8.056,5.434,6.576,10.298,8.179,10.598,7.131,2.999,5.327,6.429,9.381,8.252,8.856,5.13,5.546,8.844,4.683,9.484,6.495,5.567,7.615,4.233,4.906,9.614,9.53,8.804,2.567,9.581,20.174,6.239,5.603
PT0240,10.364,5.543,5.41,6.51,6.505,7.506,7.02,10.52,4.684,5.752,13.433,7.734,9.633,7.915,4.35,7.123,3.201,5.108,9.021,4.749,7.142,5.702,12.877,7.565,10.543,11.46,4.381,5.642,8.555,5.799,11.444,12.861,3.963,6.692,4.959,7.349,9.999,12.978,8.171,7.144,5.72,7.679,6.037,2.734,10.304,5.897,2.129,7.127,15.296,5.689,10.88,7.963
PT0241,22.922,7.827,7.745,6.724,5.598,21.682,6.69,5.82,7.131,4.744,6.581,3.743,3.803,15.389,5.79,10.087,15.503,14.439,6.402,8.419,12.319,7.23,11.881,4.086,9.644,15.019,4.988,4.361,5.626,13.279,4.235,4.129,8.7,6.408,10.222,3.224,18.834,4.339,23.134,4.968,2.656,4.115,4.805,4.361,5.895,9.109,23.91,6.018,7.628,6.055,6.895,7.037
PT0242,5.092,5.199,13.382,2.116,8.995,9.226,6.595,6.792,3.403,7.368,3.586,9.705,9.208,7.928,5.524,11.618,11.264,8.313,9.795,4.972,1.704,13.415,4.936,5.47,5.738,6.425,5.117,6.999,7.742,13.131,4.578,6.988,11.301,12.745,7.448,4.492,13.285,6.877,4.946,6.994,5.787,10.17,4.067,4.179,6.979,6.364,13.221,11.793,3.186,3.789,3.325,7.766
PT0243,9.552,15.487,11.664,11.794,8.59,7.488,8.062,4.662,13.11,5.377,4.747,6.001,10.485,3.658,6.446,4.857,10.957,12.316,26.228,4.267,13.992,4.671,6.405,15.176,7.013,3.882,12.673,2.107,3.933,4.485,2.543,9.081,8.689,13.615,7.145,10.9,3.838,3.861,3.178,16.984,6.683,3.659,5.884,5.719,10.282,6.411,16.154,4.17,6.698,7.768,9.26,11.426
PT0244,12.362,6.112,5.472,7.5,11.393,10.652,10.885,14.921,2.687,20.935,15.335,6.12,5.402,7.723,1.843,4.005,7.417,7.253,9.188,3.617,7.336,10.145,8.039,8.573,11.822,3.698,8.565,6.072,4.365,6.477,5.982,5.176,8.838,10.199,17.458,21.56,26.106,11.696,9.56,7.19,5.724,5.077,6.673,5.611,9.807,11.391,16.481,16.317,12.085,10.799,4.07,7.604
PT0245,5.755,19.326,5.04,7.354,8.618,9.274,5.958,18.295,4.89,1.943,6.411,19.481,2.351,13.972,8.328,16.333,7.37,12.249,3.301,6.699,5.341,6.571,3.139,12.826,5.976,12.346,5.398,5.871,6.921,5.034,8.154,12.384,7.771,10.051,4.986,15.536,7.343,15.024,4.73,4.541,5.689,3.948,6.483,7.655,17.656,7.432,4.692,4.283,15.174,16.285,9.417,6.167
PT0246,7.925,13.801,10.195,8.523,4.565,5.009,5.057,8.171,3.536,7.477,6.084,10.87,5.191,14.799,15.928,5.219,5.653,5.667,8.213,4.496,8.674,44.165,5.73,7.17,4.213,9.418,10.813,15.318,5.589,2.038,6.605,13.839,10.92,10.33,10.365,5.673,5.964,3.712,7.775,4.785,13.843,2.79,9.113,9.111,3.035,10.481,7.515,17.353,6.052,5.81,7.166,6.803
PT0247,23.488,6.842,2.949,4.513,6.707,9.734,5.785,6.939,5.338,2.259,5.595,10.035,5.988,4.9,5.729,3.384,9.076,5.7,18.638,2.756,6.597,10.015,7.934,5.502,2.153,9.759,5.539,3.134,5.746,13.11,4.594,5.607,4.371,5.308,18.236,14.395,2.994,4.695,6.207,5.271,3.53,7.64,7.944,8.864,7.443,9.692,4.63,7.256,7.093,15.879,3.407,4.563
PT0248,14.776,8.62,5.818,7.21,15.506,7.808,13.471,17.268,11.082,11.861,8.631,7.982,10.694,22.177,7.561,2.847,11.627,4.603,13.143,8.522,7.176,7.592,3.786,8.52,7.534,3.142,8.16,11.356,4.752,5.365,6.69,8.435,2.885,6.849,5.758,9.266,7.916,5.142,20.378,15.053,5.443,4.743,14.258,7.234,6.387,6.097,9.591,11.771,4.292,8.867,11.297,15.065
PT0249,4.675,14.747,6.153,12.185,13.582,16.97,7.995,9.405,10.032,4.951,8.317,21.511,5.356,5.259,8.533,7.217,5.574,2.848,5.76,3.271,14.997,7.024,8.219,4.602,4.806,5.562,7.394,6.223,9.028,7.672,9.9,5.428,6.005,7.219,22.026,5.976,23.877,2.822,4.394,9.319,12.704,13.341,6.047,4.627,8.347,5.554,6.361,6.429,3.159,3.699,7.935,10.294
PT0250,17.196,7.546,4.173,12.419,7.717,26.623,15.657,5.223,11.8,15.519,3.485,12.343,4.108,5.277,4.596,5.325,11.041,6.051,8.75,10.349,8.097,3.564,7.59,8.778,7.475,3.346,5.033,10.682,12.287,8.437,8.705,7.014,7.556,4.477,10.308,15.25,7.384,6.843,16.081,14.928,7.775,6.192,4.717,7.624,7.498,8.242,9.365,4.063,5.868,13.45,12.968,3.045
PT0251,15.437,5.138,4.416,9.233,8.184,4.614,6.659,3.689,10.037,5.597,5.559,13.858,9.941,5.837,9.199,2.941,5.869,3.761,3.623,8.338,8.914,5.786,5.682,6.254,4.426,4.132,12.242,5.127,4.569,3.914,2.789,9.447,10.328,10.516,8.504,12.354,9.831,6.331,9.023,8.878,3.599,10.968,5.279,7.985,5.275,7.281,5.679,14.128,13.52,5.63,7.703,7.117
PT0252,10.731,8.847,8.569,6.458,7.732,4.958,16.818,5.443,2.677,12.115,14.183,5.97,8.792,15.166,5.029,4.574,9.884,5.836,10.068,4.997,6.53,19.415,12.204,6.295,6.017,5.543,7.871,8.937,8.276,11.689,5.81,6.906,5.295,18.074,14.837,12.278,9.226,3.599,7.94,16.758,8.941,4.611,6.998,38.537,8.247,15.761,7.835,6.074,4.996,9.997,5.184,13.825
PT0253,11.171,21.598,3.187,4.969,8.403,6.037,4.118,22.676,8.627,7.984,15.03,7.351,10.542,9.131,6.029,4.325,6.872,7.901,4.835,3.47,6.83,8.798,4.73,6.372,6.219,5.224,2.488,11.011,5.878,5.337,4.776,8.146,8.313,19.486,8.1,10.448,12.668,2.293,7.662,2.947,2.074,5.221,13.206,6.079,3.819,9.086,4.758,12.647,9.204,9.383,2.766,3.414
PT0254,10.261,4.996,4.59,13.982,4.207,6.807,5.3,5.433,2.94,12.705,7.002,6.524,7.478,11.689,8.44,12.085,11.269,8.018,5.716,4.795,4.754,6.447,9.096,4.523,11.867,16.67,6.993,25.234,8.258,3.599,1.855,5.97,7.481,6.341,2.127,12.812,5.128,3.402,4.318,3.27,5.594,9.081,8.07,8.452,4.292,7.974,5.535,4.72,8.182,6.557,7.09,6.262
PT0255,6.507,11.434,5.233,9.521,12.386,7.001,9.574,32.381,5.763,7.329,5.78,8.495,12.395,2.567,7.266,8.259,19.065,8.941,5.616,3.88,7.005,7.371,6.566,14.533,4.846,3.872,16.043,4.972,12.521,8.794,10.077,13.611,10.906,5.607,8.286,6.72,4.928,8.116,7.37,8.031,9.494,5.576,6.117,10.175,4.324,4.429,4.959,4.678,5.777,6.182,4.088,18.025
PT0256,7.406,8.766,7.5,6.022,6.547,8.806,9.626,7.357,6.092,1.769,14.373,7.377,9.444,7.336,7.822,7.298,8.254,6.051,5.228,6.176,5.069,7.564,12.565,3.415,4.157,5.397,2.546,6.9,8.251,8.084,8.766,11.952,6.07,4.754,6.717,6.703,10.375,3.31,7.741,9.334,3.664,4.504,8.132,10.509,8.012,6.246,6.411,6.926,5.13,10.738,5.623,9.145
PT0257,13.375,8.191,3.658,2.583,9.096,14.369,6.95,6.593,5.647,5.142,6.817,13.511,2.994,7.128,4.772,3.888,5.796,7.149,16.773,6.211,13.048,4.692,5.092,8.16,7.865,5.049,11.996,6.982,6.868,5.678,4.426,5.474,10.387,9.952,3.564,5.78,12.2,7.116,6.039,4.057,10.131,7.24,4.077,2.659,10.599,10.135,9.188,14.348,3.229,5.312,2.361,11.049
PT0258,7.807,7.323,12.307,4.848,2.549,5.143,23.022,14.516,9.49,3.461,5.761,10.175,8.075,10.553,10.637,6.704,5.984,13.049,15.095,24.275,6.634,7.792,9.899,3.86,11.152,7.693,8.585,5.522,4.375,7.237,9.706,9.902,11.004,6.828,10.349,12.317,5.31,7.974,3.875,5.959,7.446,12.628,6.028,6.488,13.178,3.767,12.695,5.773,6.194,4.681,2.793,4.686
PT0259,18.378,7.553,6.178,2.901,8.828,5.023,10.171,6.497,4.944,11.359,8.611,6.99,10.763,6.003,4.405,10.219,10.035,6.812,6.431,2.709,10.679,9.452,9.978,11.509,4.761,10.771,4.196,7.019,12.563,17.292,8.42,28.244,6.664,12.612,5.577,9.954,9.169,10.084,5.51,5.696,7.089,8.742,5.296,3.47,3.736,3.921,4.704,23.583,9.199,13.643,7.337,16.207
PT0260,7.582,14.054,6.324,13.523,13.937,4.052,8.701,8.948,17.67,9.357,10.417,7.388,7.45,13.42,11.265,7.944,5.787,7.454,7.741,5.572,14.035,3.647,12.807,6.528,9.556,4.915,7.591,7.445,16.176,10.531,5.853,5.938,7.086,4.119,4.74,12.831,12.458,6.839,6.409,10.071,26.468,9.228,4.42,11.126,6.345,9.912,10.868,7.652,10.342,6.962,8.281,9.903
PT0261,3.859,11.292,6.01,8.096,3.854,13.999,5.644,4.324,10.011,7.272,15.855,3.38,15.187,5.399,5.907,12.44,11.956,2.181,16.688,9.68,12.27,6.603,16.095,8.012,7.488,3.156,4.382,6.232,2.873,7.476,8.696,15.047,6.086,7.667,21.456,6.624,9.023,7.935,6.615,4.724,10.69,23.593,9.963,3.396,12.669,9.404,4.757,16.582,7.803,16.568,20.136,14.792
PT0262,6.157,5.833,5.153,5.146,16.694,16.472,19.013,3.893,13.407,8.995,7.685,5.53,5.826,3.837,4.191,7.626,8.551,4.251,6.432,12.141,5.309,1.998,3.575,9.252,9.506,5.953,3.608,3.199,9.651,6.212,6.691,28.802,5.377,5.259,12.894,6.801,6.019,14.876,3.534,4.205,7.729,10.45,4.859,2.767,7.299,5.717,15.07,3.624,7.607,3.669,13.894,4.72
PT0263,9.761,17.137,4.425,6.459,10.77,4.762,11.578,5.048,10.849,7.962,9.657,10.424,10.373,3.407,7.153,10.368,11.533,12.654,5.957,14.116,16.911,3.302,7.159,8.747,2.987,9.084,9.27,8.349,6.69,18.63,5.274,6.775,5.586,8.063,15.599,7.769,21.987,5.277,7.786,5.365,3.101,5.617,5.371,4.524,14.314,7.309,7.197,6.38,3.368,7.229,4.262,5.79
PT0264,10.458,5.303,12.65,26.125,6.256,4.581,9.257,8.262,11.606,5.529,6.325,12.481,3.958,13.898,4.464,9.217,5.629,4.781,4.904,4.613,2.92,11.042,4.413,8.016,7.787,4.248,8.8,3.643,3.92,5.988,12.498,11.274,4.485,6.365,17.595,7.895,15.818,7.176,12.787,4.729,3.309,7.842,4.213,17.931,15.09,5.882,4.756,11.975,3.868,7.657,11.324,4.8
PT0265,8.63,12.334,7.932,13.351,4.917,8.739,3.297,5.242,7.262,18.339,12.937,3.557,7.319,10.877,5.767,5.523,4.612,4.304,15.708,10.902,14.978,13.333,11.857,8.78,6.56,12.18,3.158,7.047,16.854,2.809,3.397,2.498,10.85,2.834,3.895,6.964,10.388,13.439,6.677,7.63,5.866,3.973,8.582,11.585,5.649,7.108,6.767,14.154,5.212,4.727,6.415,9.057
PT0266,7.75,9.449,6.794,3.841,13.849,14.367,9.027,2.693,19.854,8.124,8.421,4.35,5.562,5.166,6.938,14.31,5.12,11.873,7.999,1.846,2.143,18.03,14.293,8.695,8.229,4.398,5.881,11.969,9.399,13.695,19.362,15.064,9.297,10.673,18.369,16.116,6.94,3.958,14.878,6.95,7.402,6.129,4.308,11.917,5.778,12.029,10.881,6.291,5.827,14.901,2.899,4.742
PT0267,15.397,13.925,11.716,6.933,8.37,12.859,5.944,9.412,4.377,6.615,8.437,8.011,4.438,12.865,10.931,8.787,8.985,3.993,7.421,6.639,4.753,3.99,6.423,5.795,5.322,5.325,7.769,3.966,20.074,5.804,8.455,10.445,7.158,7.282,4.432,8.616,3.917,9.759,8.313,10.888,9.843,14.957,20.79,5.325,7.586,11.054,7.368,23.683,3.596,7.282,9.545,7.851
PT0268,7.452,10.668,5.045,4.056,10.182,8.704,9.161,6.776,9.349,3.615,4.602,6.296,3.809,6.945,11.005,11.073,5.019,12.006,6.024,11.172,7.151,7.111,8.333,6.294,7.009,5.879,3.527,6.897,4.966,2.514,6.037,11.501,8.021,7.701,4.419,2.084,5.953,1.93,5.78,5.394,4.432,9.221,4.451,8.531,5.066,22.839,9.363,4.607,5.215,3.027,4.822,15.768
PT0269,12.51,13.836,9.773,3.188,7.169,11.792,11.905,6.389,7.434,5.399,6.357,8.812,8.188,7.116,9.43,4.306,10.401,6.984,4.756,10.423,5.223,6.307,13.931,6.469,2.543,19.714,13.044,8.088,5.803,3.697,9.23,8.319,7.751,6.802,8.727,5.741,7.632,3.169,4.358,5.924,5.705,4.054,11.375,4.497,7.15,15.591,7.187,8.784,6.252,9.884,4.133,11.359
PT0270,6.31,7.371,7.24,8.044,5.805,9.941,6.665,5.384,6.632,7.293,7.245,5.862,9.07,3.72,6.505,4.261,2.684,5.372,11.714,3.745,2.621,12.33,8.182,5.094,7.356,11.053,5.32,7.189,3.515,3.772,4.657,12.29,15.883,4.433,6.214,8.897,4.555,3.19,3.929,4.677,9.27,5.057,9.679,6.502,6.328,9.218,22.217,16.228,7.667,3.59,4.323,5.568
PT0271,4.001,13.355,4.616,24.025,12.555,7.102,10.013,2.323,8.702,6.663,3.085,9.902,5.331,5.787,3.554,6.701,5.324,2.649,5.08,4.952,3.55,8.644,6.965,5.564,14.49,8.877,9.307,5.866,7.528,2.481,6.078,13.256,11.715,7.205,17.111,8.485,12.692,6.443,5.041,20.682,3.377,3.443,11.477,12.498,17.828,6.888,12.257,12.398,7.254,7.941,6.956,9.699
PT0272,17.098,10.326,10.408,15.841,6.338,21.703,11.694,16.665,5.096,5.783,11.262,5.163,3.945,7.958,6.695,4.902,6.815,14.176,5.739,2.607,8.39,7.704,3.364,14.177,8.168,4.413,10.522,7.413,3.212,5.093,20.249,10.807,6.467,10.443,6.183,8.082,3.951,7.061,6.577,4.877,6.856,22.237,8.053,12.277,7.298,12.556,8.433,9.078,3.757,9.399,5.978,4.726
PT0273,3.719,23.564,3.422,7.548,12.166,8.725,8.157,5.765,11.469,7.079,7.388,7.641,4.724,8.333,6.386,9.994,3.004,2.971,3.275,5.156,3.189,9.879,5.271,3.548,7.682,4.182,4.818,10.211,6.232,5.515,9.445,6.581,10.667,16.218,10.152,7.037,17.308,2.236,4.221,9.83,11.599,5.75,4.489,6.822,5.394,8.924,9.048,13.483,4.631,24.226,5.922,11.173
PT0274,4.76,6.892,9.857,6.147,4.467,6.176,7.83,9.666,10.997,4.254,8.688,11.803,10.71,5.754,7.01,8.996,5.47,3.974,4.336,3.794,10.119,5.963,11.99,17.066,8.786,5.176,9.072,4.515,12.677,16.811,6.879,6.966,3.394,7.895,7.321,16.953,6.087,18.05,6.305,9.492,5.97,3.932,21.911,4.681,7.283,8.79,22.94,5.463,11.439,5.863,7.139,4.274
PT0275,10.808,15.151,4.621,8.154,5.851,6.887,4.412,15.071,7.792,7.28,6.228,10.181,4.015,12.215,5.775,13.533,3.537,10.836,5.752,8.43,13.035,11.796,3.674,5.609,14.846,16.8,8.11,6.786,9.417,7.114,6.899,7.709,5.967,5.445,5.11,5.234,5.003,20.576,17.33,4.357,7.952,15.558,8.254,5.639,8.159,11.118,8.833,12.124,4.491,7.777,9.929,10.774
